budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,cast,release_year,release_month,release_day,Profit,roi
38000000,1,4,24.085144,13,2086,119723358,100.0,Spy Kids 2: The Island of Lost Dreams,5.3,521,1,2002,8,7,81723358,215.06146842105264
38000000,10,4,14.779041,46,2086,120000000,118.0,Star Trek: Generations,6.4,452,1,1994,11,17,82000000,215.78947368421052
3860000,6,25,19.947265,1,5,64076736,130.0,The Grandmaster,6.3,273,1,2013,1,8,60216736,1560.019067357513
38000000,89,4,16.801218,1,2086,114156230,120.0,Water for Elephants,6.7,850,1,2011,3,15,76156230,200.41113157894736
50000000,195,4,20.825781,1,2086,73956241,146.0,The Hurricane,7.2,396,1,1999,9,17,23956241,47.912482
38000000,34,4,11.500783,2,2086,51801187,114.0,Enough,6.2,264,1,2002,5,24,13801187,36.31891315789474
38000000,2,4,41.258487,1,2086,107597242,94.0,Paul Blart: Mall Cop 2,5.0,567,1,2015,4,16,69597242,183.15063684210526
53000000,5,4,6.454634,1,2086,29700000,102.0,Angel Eyes,5.6,88,1,2001,5,15,-23300000,-43.9622641509434
38000000,17,4,30.359164,1,1,58401898,133.0,The Ninth Gate,6.3,756,1,1999,8,24,20401898,53.68920526315789
38000000,34,4,3.426555,1,2086,17380126,118.0,Extreme Measures,5.7,80,1,1996,9,27,-20619874,-54.26282631578947
57000000,1,4,11.60815,1,2086,16991902,105.0,Rock Star,6.0,190,1,2001,9,4,-40008098,-70.18964561403509
10000000,195,4,18.664624,1,2086,47536959,110.0,Precious,6.9,417,1,2009,11,6,37536959,375.36958999999996
38000000,8,4,10.047579,1,2086,10300000,129.0,White Squall,6.3,86,1,1996,2,2,-27700000,-72.89473684210527
15000000,5,4,52.731379,1,2086,19629760,109.0,The Thing,7.8,1588,1,1982,6,25,4629760,30.865066666666667
38000000,3,4,46.630062,1,2086,98337295,119.0,Riddick,6.2,2035,1,2013,9,2,60337295,158.78235526315788
37000000,1,4,4.131546,1,2086,6482195,118.0,Switchback,5.8,52,1,1997,10,31,-30517805,-82.48055405405405
55000000,12,4,23.465539,1,2086,17869048,90.0,City of Ember,6.2,605,1,2008,10,7,-37130952,-67.51082181818182
32000000,195,4,25.682509,1,2086,28258060,137.0,The Master,7.0,701,1,2012,9,7,-3741940,-11.6935625
38000000,1,4,6.760922,1,1,5410749,93.0,Virgin Territory,4.3,75,1,2007,12,17,-32589251,-85.76118684210526
40000000,195,4,3.87823,1,93,9793496,130.0,The Express,7.1,71,1,2008,10,10,-30206504,-75.51626
38000000,4,4,57.889964,1,2086,109906372,112.0,The 5th Wave,5.6,1945,1,2016,1,14,71906372,189.2272947368421
37000000,195,4,57.773583,1,2086,173567581,133.0,Creed,7.3,1915,1,2015,11,25,136567581,369.10157027027026
37000000,30,4,24.218358,1,2086,154026136,125.0,The Town,7.0,1468,1,2010,9,15,117026136,316.28685405405406
40000000,6,4,27.009723,1,2086,79700000,110.0,What to Expect When You're Expecting,5.8,594,1,2012,5,17,39700000,99.25
37000000,68,4,31.941347,2,4,163720069,96.0,Burn After Reading,6.5,1222,1,2008,9,5,126720069,342.486672972973
37000000,4,4,14.353279,1,2086,100076342,96.0,Nim's Island,5.6,330,1,2008,4,3,63076342,170.4766
38000000,3,4,33.003828,1,2,90247624,123.0,Rush,7.7,2277,1,2013,9,2,52247624,137.49374736842105
37000000,195,4,30.993736,1,2086,48451803,188.0,Magnolia,7.5,825,1,1999,12,8,11451803,30.95081891891892
30000000,17,4,25.825771,23,2086,55583804,107.0,Cop Out,5.3,511,1,2010,2,26,25583804,85.27934666666667
38000000,82,4,46.078371,1,2086,112343513,110.0,How to Be Single,5.9,1201,1,2016,1,21,74343513,195.64082368421052
37000000,6,4,6.63839,1,2086,95404397,113.0,Dolphin Tale,6.7,163,1,2011,9,23,58404397,157.84972162162163
36000000,10,4,27.465433,1,2086,102244770,116.0,John Q,7.0,594,1,2002,2,15,66244770,184.01325
65000000,17,4,16.865782,28,93,117758500,93.0,Blue Streak,6.1,352,1,1999,9,17,52758500,81.16692307692308
37000000,19,4,100.348805,1,2086,269994119,110.0,We're the Millers,6.8,2972,1,2013,8,7,232994119,629.7138351351351
36500000,1,21,2.785832,1,4,21834845,115.0,The Inhabited Island,5.3,23,1,2008,12,18,-14665155,-40.17850684931507
36000000,4,4,9.176339,1,2086,50159144,95.0,Breakdown,6.6,198,1,1997,5,2,14159144,39.330955555555555
36000000,24,4,23.380757,1,22,160000000,134.0,Never Say Never Again,5.8,338,1,1983,10,7,124000000,344.44444444444446
36000000,1,4,33.926473,1,2086,64572262,101.0,Hot Tub Time Machine,6.0,894,1,2010,3,26,28572262,79.36739444444444
36000000,1,4,6.967857,1,2086,52424533,107.0,Dolphin Tale 2,6.7,96,1,2014,9,12,16424533,45.62370277777778
42000000,10,4,11.470135,1,2086,32168970,124.0,Reindeer Games,5.4,173,1,2000,2,25,-9831030,-23.407214285714286
36000000,8,4,19.854932,1,93,44350926,109.0,A Man Apart,5.8,258,1,2003,4,4,8350926,23.197016666666666
37000000,19,4,29.652536,1,2086,26250020,105.0,Aloha,5.2,692,1,2015,5,27,-10749980,-29.054000000000002
37000000,1,4,11.492474,1,1,96047633,114.0,The Rite,5.8,556,1,2011,1,28,59047633,159.58819729729728
36000000,1,4,70.398356,1,2086,12532777,106.0,Gattaca,7.5,1808,1,1997,9,7,-23467223,-65.18673055555556
36000000,23,3,1.068453,1,2086,3003296,95.0,Isn't She Great,4.6,14,1,2000,1,28,-32996704,-91.6575111111111
37000000,18,4,6.293217,1,2086,63800345,81.0,Space Chimps,5.2,99,1,2008,7,17,26800345,72.43336486486487
35000000,185,4,82.21166,1,93,459270619,100.0,The Hangover,7.2,6173,1,2009,6,5,424270619,1212.2017685714286
36000000,6,1,19.167377,1,2,156844753,105.0,Ip Man 3,6.5,379,1,2015,12,19,120844753,335.6798694444445
33000000,1,4,18.316151,1,2086,310940086,95.0,Austin Powers: The Spy Who Shagged Me,6.2,1011,1,1999,6,8,277940086,842.2426848484848
35000000,3,4,44.104469,1,141,411348924,126.0,Batman,7.0,2096,1,1989,6,23,376348924,1075.28264
35000000,3,4,36.172182,5,2086,321731527,118.0,Lethal Weapon 3,6.4,811,1,1992,5,15,286731527,819.2329342857142
29000000,195,4,25.767395,1,2086,309208309,129.0,The Blind Side,7.2,1597,1,2009,11,20,280208309,966.235548275862
35000000,1,4,21.543389,2,2086,147934180,88.0,Spy Kids,5.5,867,1,2001,3,18,112934180,322.6690857142857
35000000,19,4,50.309843,1,2086,117000000,98.0,Horrible Bosses,6.5,2277,1,2011,7,8,82000000,234.2857142857143
38000000,1,4,49.292384,1,2086,252276927,110.0,True Grit,7.2,1668,1,2010,12,22,214276927,563.88665
35000000,61,4,83.893257,1,2086,326551094,109.0,The Devil Wears Prada,7.0,3088,1,2006,6,30,291551094,833.0031257142856
35000000,2,4,24.616634,46,2086,139000000,132.0,Star Trek: The Motion Picture,6.2,530,1,1979,12,6,104000000,297.14285714285717
35000000,19,4,34.005726,1,2086,173965010,111.0,Identity Thief,5.6,1645,1,2013,2,7,138965010,397.0428857142857
35000000,12,4,27.714043,1,2086,182300000,128.0,Cape Fear,7.0,675,1,1991,11,15,147300000,420.85714285714283
35000000,22,4,45.149948,1,2086,69823199,123.0,21,6.5,1375,1,2008,3,27,34823199,99.49485428571428
35000000,185,4,72.774941,1,2086,140795793,125.0,Trainwreck,5.9,1181,1,2015,7,17,105795793,302.27369428571427
35000000,82,4,3.74263,1,2086,68915888,105.0,Guess Who,5.5,225,1,2005,3,25,33915888,96.90253714285714
27000000,9,4,29.381878,1,141,231976425,162.0,The English Patient,7.0,542,1,1996,11,14,204976425,759.1719444444444
35000000,13,4,24.860326,1,2086,126216940,138.0,L.A. Confidential,7.7,1310,1,1997,9,19,91216940,260.61982857142857
35000000,2,4,11.041659,1,2086,86369815,100.0,Sky High,5.8,550,1,2005,7,29,51369815,146.77089999999998
35000000,2,4,23.607071,23,2086,113374103,108.0,Species,5.5,453,1,1995,7,7,78374103,223.92600857142858
1800000,36,4,38.204158,3,2086,25504513,91.0,A Nightmare on Elm Street,7.2,1180,1,1984,11,14,23704513,1316.9173888888888
33000000,4,4,25.413955,1,93,104155843,107.0,The Cell,6.0,436,1,2000,8,17,71155843,215.62376666666668
35000000,195,4,9.525037,1,2086,60251371,123.0,Secretariat,6.8,103,1,2010,8,20,25251371,72.14677428571429
34000000,9,4,18.39217,1,2086,95608995,90.0,TMNT,6.0,345,1,2007,3,23,61608995,181.20292647058824
32000000,195,4,9.254647,1,2086,52277485,109.0,Radio,6.8,141,1,2003,10,24,20277485,63.367140625
35000000,17,4,40.526587,1,2086,150483765,109.0,Friends with Benefits,6.5,2237,1,2011,7,21,115483765,329.95361428571425
35000000,185,4,50.179171,1,2086,108758521,91.0,Neighbors 2: Sorority Rising,5.6,1462,1,2016,5,4,73758521,210.73863142857144
35000000,4,4,31.957947,1,3,112544580,125.0,Saving Mr. Banks,7.3,1226,1,2013,11,16,77544580,221.55594285714284
34000000,32,4,19.822791,1,2086,48169908,202.0,Malcolm X,7.2,370,1,1992,11,18,14169908,41.6762
35000000,185,4,38.429648,2,2086,88058786,134.0,This Is 40,5.6,896,1,2012,12,20,53058786,151.59653142857144
35000000,18,4,13.707843,1,2086,92219310,88.0,Old Dogs,5.2,210,1,2009,11,24,57219310,163.48374285714286
35000000,1,4,51.927471,1,2086,91353501,92.0,Underworld: Rise of the Lycans,6.2,1428,1,2009,1,22,56353501,161.01000285714287
35000000,185,4,14.503568,1,36,69307224,91.0,License to Wed,5.2,253,1,2007,7,4,34307224,98.02064
30000000,82,4,11.120167,1,2086,58405313,98.0,Must Love Dogs,5.8,140,1,2005,7,21,28405313,94.68437666666667
35000000,30,4,40.370442,1,2086,41954997,127.0,Donnie Brasco,7.4,1147,1,1997,2,27,6954997,19.87142
33000000,4,4,40.715623,1,2,102984862,100.0,Resident Evil,6.4,2065,1,2002,3,15,69984862,212.0753393939394
10700000,36,4,36.230204,1,2086,122200000,114.0,Poltergeist,7.0,794,1,1982,6,4,111500000,1042.056074766355
35000000,17,4,25.903237,1,13,85416905,100.0,Max Payne,5.2,613,1,2008,10,15,50416905,144.04829999999998
40000000,13,4,60.231382,1,2086,173930596,109.0,In Time,6.7,3417,1,2011,10,27,133930596,334.82649000000004
35000000,82,4,18.38292,1,2086,77477008,106.0,The Back-Up Plan,5.7,458,1,2010,4,23,42477008,121.36287999999999
35000000,61,4,14.029012,1,2086,59901913,112.0,Something Borrowed,5.9,296,1,2011,5,5,24901913,71.14832285714286
35000000,18,4,6.889633,46,2086,35323292,102.0,The Bad News Bears,6.9,97,1,1976,4,7,323292,0.9236914285714286
35000000,19,4,19.286099,1,11,99423521,102.0,Street Fighter,4.1,325,1,1994,12,22,64423521,184.06720285714286
35000000,13,4,50.587541,1,1,120072577,150.0,The Pianist,8.0,1864,1,2002,9,24,85072577,243.06450571428573
40000000,36,4,17.157738,1,2086,68766121,113.0,House of Wax,5.5,677,1,2005,4,30,28766121,71.9153025
27000000,89,4,22.636908,28,2086,115505027,104.0,Closer,6.7,811,1,2004,12,1,88505027,327.7963962962963
35000000,1,4,28.069419,1,2086,84606030,137.0,J. Edgar,6.0,741,1,2011,11,9,49606030,141.7315142857143
35000000,17,4,19.774543,1,2,72436439,110.0,Mirrors,6.0,485,1,2008,8,15,37436439,106.96125428571428
35000000,1,4,11.644243,1,36,45479110,101.0,Queen of the Damned,5.4,239,1,2002,2,10,10479110,29.940314285714287
35000000,3,4,27.934978,1,2086,57120318,108.0,Predator 2,5.9,730,1,1990,11,20,22120318,63.20090857142857
35000000,195,4,12.677505,1,2086,32483410,101.0,Untraceable,5.9,238,1,2008,1,22,-2516590,-7.190257142857143
35000000,82,4,8.737058,1,2086,40263020,112.0,Blast from the Past,6.3,245,1,1999,2,12,5263020,15.0372
35000000,11,4,12.343507,1,2086,27107960,111.0,Flash Gordon,6.1,233,1,1980,9,1,-7892040,-22.548685714285714
35000000,82,4,14.699342,1,2086,36098382,102.0,Jersey Girl,5.8,325,1,2004,3,25,1098382,3.1382342857142858
45000000,1,4,14.513243,3,2086,30353232,101.0,Alex Cross,5.1,300,1,2012,10,18,-14646768,-32.54837333333334
35000000,13,4,5.525544,1,2086,25105255,155.0,Midnight in the Garden of Good and Evil,6.3,157,1,1997,11,21,-9894745,-28.270699999999998
8900000,3,4,15.079993,1,2086,4100000,93.0,Heist,5.6,318,1,2015,11,13,-4800000,-53.93258426966292
35000000,4,4,23.835055,1,4,93246388,109.0,Nanny McPhee and the Big Bang,6.0,436,1,2010,3,26,58246388,166.41825142857144
30000000,2,4,25.454549,1,66,68369434,104.0,The X Files: I Want to Believe,5.5,523,1,2008,7,24,38369434,127.89811333333334
31000000,2,4,22.71592,1,2,27388767,96.0,Ella Enchanted,5.9,437,1,2004,4,9,-3611233,-11.649138709677418
35000000,195,4,35.120736,1,2,50363790,123.0,Concussion,7.0,823,1,2015,11,12,15363790,43.896542857142855
35000000,1,4,19.893646,1,2086,82087155,106.0,Abduction,5.6,961,1,2011,9,22,47087155,134.53472857142856
35000000,3,4,14.051852,1,67,19478106,76.0,Valiant,5.2,235,1,2005,3,25,-15521894,-44.34826857142858
35000000,7,4,19.088655,13,2086,25871834,85.0,Superhero Movie,4.9,379,1,2008,3,27,-9128166,-26.080474285714285
56000000,11,4,29.490057,1,2086,19701164,109.0,Broken City,5.7,593,1,2013,1,18,-36298836,-64.81935
35000000,7,4,11.195593,1,93,19294901,97.0,Cursed,5.1,167,1,2005,2,25,-15705099,-44.87171142857142
35000000,3,4,17.709888,1,2086,31083599,91.0,Premium Rush,6.2,832,1,2012,8,24,-3916401,-11.189717142857143
35000000,17,4,18.262017,1,2086,51680201,87.0,Hot Pursuit,5.4,647,1,2015,5,8,16680201,47.657717142857145
35000000,2,4,10.10364,1,141,29882645,132.0,The Four Feathers,6.5,159,1,2002,9,8,-5117355,-14.621014285714285
35000000,10,4,28.670477,1,2086,46216641,118.0,Parker,5.7,1455,1,2013,1,23,11216641,32.04754571428571
31000000,82,4,16.736734,33,10,41512007,98.0,Wimbledon,6.0,293,1,2004,9,13,10512007,33.9097
35000000,185,4,13.668633,1,6,39340177,92.0,Furry Vengeance,4.6,149,1,2010,4,2,4340177,12.400505714285714
27000000,3,4,9.904881,1,1,16519460,117.0,Krull,5.8,129,1,1983,7,29,-10480540,-38.81681481481481
35000000,1,4,9.789027,1,2086,63215872,92.0,Lions for Lambs,6.0,216,1,2007,10,22,28215872,80.61677714285715
35000000,10,4,10.73522,1,2086,18317151,96.0,Walk Hard: The Dewey Cox Story,6.6,212,1,2007,12,21,-16682849,-47.665282857142856
35000000,2,4,6.727949,3,2086,13678913,94.0,American Outlaws,5.7,55,1,2001,8,17,-21321087,-60.917391428571435
35000000,10,4,16.343317,1,141,27409889,105.0,The Young Victoria,7.0,322,1,2009,3,4,-7590111,-21.68603142857143
40000000,2,4,14.818718,1,5,12206028,101.0,Whiteout,5.3,220,1,2009,9,9,-27793972,-69.48493
32000000,5,4,43.862456,1,2086,54674226,139.0,The Tree of Life,6.5,987,1,2011,5,18,22674226,70.85695625
35000000,4,4,27.903999,1,2086,17508518,110.0,Sabotage,5.5,555,1,2014,3,28,-17491482,-49.97566285714286
35000000,1,4,3.746806,1,93,11560806,102.0,The Order,4.8,91,1,2003,9,5,-23439194,-66.96912571428571
20500000,10,4,17.112498,1,6,10089373,102.0,Punisher: War Zone,5.6,294,1,2008,12,5,-10410627,-50.78354634146341
35000000,2,4,10.304172,3,2086,12506188,83.0,Zoom,4.9,135,1,2006,8,11,-22493812,-64.26803428571428
35000000,2,4,37.335721,1,2086,61181942,123.0,The Walk,6.9,1121,1,2015,9,30,26181942,74.80554857142857
35000000,61,4,16.782471,1,2086,42064105,118.0,A Good Year,6.5,357,1,2006,9,9,7064105,20.18315714285714
35000000,195,4,3.503408,1,2086,4651977,114.0,Radio Flyer,6.6,53,1,1992,2,21,-30348023,-86.70863714285714
35000000,1,4,9.07278,1,1,16838910,114.0,Femme Fatale,6.2,142,1,2002,11,6,-18161090,-51.88882857142857
35000000,2,4,2.877488,1,19,15000000,135.0,The Horseman on the Roof,6.7,25,1,1995,9,20,-20000000,-57.14285714285714
38000000,1,4,5.516207,1,2086,635096,138.0,Ride with the Devil,6.6,49,1,1999,11,24,-37364904,-98.32869473684211
35000000,1,5,20.27704,1,1,10496317,93.0,Bandidas,5.8,307,1,2006,1,18,-24503683,-70.01052285714286
35000000,185,4,16.832312,1,2086,14431253,91.0,Unfinished Business,5.0,320,1,2015,3,5,-20568747,-58.76784857142857
34000000,89,4,9.133747,28,2086,32255440,139.0,The Age of Innocence,7.0,169,1,1993,9,17,-1744560,-5.131058823529411
35000000,1,4,24.606012,1,2086,15304890,96.0,The Fountain,6.8,827,1,2006,9,6,-19695110,-56.27174285714286
70000000,8,4,3.276912,3,2086,11263966,101.0,Chill Factor,5.3,29,1,1999,9,1,-58736034,-83.90862
35000000,19,4,16.830184,1,2086,2106557,96.0,Stolen,5.1,344,1,2012,5,17,-32893443,-93.98126571428571
41677699,18,13,39.58676,1,11,187479518,100.0,Ponyo,7.5,926,1,2008,7,19,145801819,349.8317385515933
34000000,89,4,41.946523,1,2086,63013281,128.0,The Longest Ride,7.3,1064,1,2015,4,9,29013281,85.3331794117647
75000000,4,4,20.697556,1,2086,19598588,109.0,The Astronaut's Wife,5.4,254,1,1999,8,26,-55401412,-73.86854933333333
35000000,32,4,15.50957,1,1,27330000,141.0,Mandela: Long Walk to Freedom,6.5,224,1,2013,12,6,-7670000,-21.914285714285715
32000000,32,4,4.602185,1,2086,40382659,195.0,Reds,7.1,67,1,1981,12,25,8382659,26.195809375
40000000,195,4,40.379966,1,2086,243240178,138.0,A Few Good Men,7.1,877,1,1992,12,11,203240178,508.100445
50000000,25,4,12.601306,1,66,79958599,101.0,Exit Wounds,5.3,110,1,2001,3,13,29958599,59.917198000000006
30000000,2,4,24.389194,1,93,173959438,98.0,Big Momma's House,5.6,506,1,2000,5,31,143959438,479.8647933333333
30000000,3,4,23.328823,1,2,64626786,89.0,The Darkest Hour,4.8,469,1,2011,12,22,34626786,115.42262000000001
33000000,4,4,29.775441,3,2086,140470746,99.0,Step Up Revolution,6.7,663,1,2012,7,26,107470746,325.6689272727273
33000000,1,4,19.642328,26,2086,62022014,105.0,Snakes on a Plane,5.1,497,1,2006,8,6,29022014,87.94549696969696
33000000,6,4,35.099611,1,93,54700105,124.0,The Punisher,6.1,766,1,2004,4,15,21700105,65.75789393939394
30000000,195,4,16.541791,1,141,27610873,118.0,Goal!: The Dream Begins,6.6,238,1,2005,6,6,-2389127,-7.963756666666668
30000000,25,4,31.92695,1,2086,40346186,94.0,Safe,6.3,799,1,2012,4,16,10346186,34.48728666666667
32350000,13,4,46.509071,3,2086,572700000,135.0,Return of the Jedi,7.9,4665,1,1983,5,23,540350000,1670.32457496136
30000000,13,4,21.538222,1,1,22211426,108.0,Doomsday,5.8,363,1,2008,3,14,-7788574,-25.96191333333333
32000000,89,4,33.923786,1,93,113019290,124.0,The Reader,7.2,813,1,2008,12,10,81019290,253.18528125
35000000,185,4,20.908494,1,2086,24159934,98.0,Wanderlust,5.3,394,1,2012,2,23,-10840066,-30.971617142857145
32000000,5,4,16.901954,1,11,173398518,97.0,Elf,6.4,987,1,2003,10,9,141398518,441.87036875
32000000,1,4,15.039407,15,2086,152036382,123.0,Phenomenon,6.2,323,1,1996,7,5,120036382,375.11369375000004
32000000,18,4,14.642055,1,2086,80197993,92.0,Nacho Libre,5.6,359,1,2006,6,16,48197993,150.618728125
32500000,82,4,17.107065,1,2086,288383523,125.0,Bridesmaids,6.5,1661,1,2011,4,28,255883523,787.3339169230769
32000000,17,4,38.21708,1,2086,126041322,107.0,This Is the End,6.3,2359,1,2013,6,12,94041322,293.87913125
29000000,36,4,14.993169,1,2086,50041732,103.0,Stigmata,6.0,242,1,1999,9,10,21041732,72.55769655172413
32000000,195,4,24.147269,7,2086,48814909,129.0,Men of Honor,7.0,544,1,2000,9,13,16814909,52.546590625
32000000,19,4,18.47242,3,2086,69055695,107.0,Takers,6.0,394,1,2010,8,26,37055695,115.799046875
35000000,185,4,18.84332,1,2086,21819348,90.0,The Big Wedding,5.7,414,1,2013,4,25,-13180652,-37.65900571428571
32000000,2,4,15.901137,1,2086,83615414,107.0,"Big Mommas: Like Father, Like Son",5.3,313,1,2011,2,16,51615414,161.29816875
32000000,4,4,59.19888,1,66,147332697,93.0,Source Code,7.1,2699,1,2011,3,30,115332697,360.41467812499997
32000000,11,4,14.48851,1,2086,36733909,120.0,Alive,6.7,374,1,1993,1,15,4733909,14.793465625
30000000,5,4,23.197408,2,93,77566815,101.0,The Number 23,6.3,1018,1,2007,2,23,47566815,158.55605
33000000,6,4,10.651202,1,4,9494789,105.0,The Young and Prodigious T.S. Spivet,6.7,232,1,2013,10,16,-23505211,-71.22791212121213
35000000,17,4,10.032626,1,2086,31755742,113.0,1941,5.6,143,1,1979,12,13,-3244258,-9.26930857142857
32000000,10,4,34.628738,1,2,60740827,96.0,A History of Violence,6.9,832,1,2005,9,23,28740827,89.815084375
32000000,18,4,47.5612,1,33,85167639,87.0,Transporter 2,6.2,1061,1,2005,8,2,53167639,166.148871875
32000000,2,4,16.473355,6,11,18552460,107.0,The Quick and the Dead,6.3,427,1,1995,2,9,-13447540,-42.0235625
28000000,2,4,6.201404,1,1,30016165,90.0,Laws of Attraction,5.6,104,1,2004,4,4,2016165,7.200589285714286
32000000,1,4,25.799697,1,66,18409891,111.0,Repo Men,6.2,620,1,2010,3,18,-13590109,-42.469090625
70000000,1,14,4.822033,1,4,53587404,90.0,Dragon Wars: D-War,4.0,104,1,2007,2,8,-16412596,-23.446565714285715
30000000,185,4,26.9385,1,2086,27437881,100.0,The Incredible Burt Wonderstone,5.3,724,1,2013,3,14,-2562119,-8.540396666666666
32000000,1,4,4.098444,1,2086,3566637,75.0,Cats Don't Dance,7.1,24,1,1997,3,26,-28433363,-88.854259375
32000000,1,4,5.347936,1,2086,5914908,108.0,The Good German,5.9,86,1,2006,12,8,-26085092,-81.5159125
31500000,13,4,49.973462,1,2086,89460381,153.0,Apocalypse Now,8.0,2055,1,1979,8,15,57960381,184.0012095238095
32000000,61,4,13.611544,2,2086,42045846,102.0,Going the Distance,6.0,262,1,2010,9,1,10045846,31.393268749999997
31500000,17,4,27.891012,1,141,14708696,113.0,Criminal,5.7,557,1,2016,4,14,-16791304,-53.30572698412699
31000000,195,4,13.864975,1,2086,128499205,161.0,Out of Africa,7.0,279,1,1985,12,20,97499205,314.51356451612907
31000000,195,4,42.213765,1,2086,161772375,138.0,Flight,6.5,2415,1,2012,11,2,130772375,421.84637096774196
34000000,1,4,29.887404,5,11,210308099,126.0,Moonraker,5.9,541,1,1979,6,26,176308099,518.5532323529411
31000000,4,4,7.06762,3,36,24185781,101.0,Hearts in Atlantis,6.4,131,1,2001,9,7,-6814219,-21.98135161290323
31000000,11,4,15.895661,1,2086,53208180,103.0,Arachnophobia,6.2,433,1,1990,8,9,22208180,71.63929032258064
31000000,1,4,19.258041,26,2086,68106245,118.0,Frequency,7.0,462,1,2000,4,28,37106245,119.69756451612903
31000000,185,4,47.753598,1,2086,104384188,99.0,Vacation,6.2,1195,1,2015,7,28,73384188,236.72318709677418
30250000,2,4,15.585138,1,2086,115101622,105.0,Get Shorty,6.4,302,1,1995,10,20,84851622,280.5012297520661
45000000,1,4,32.217425,1,2086,306776732,113.0,Chicago,6.9,677,1,2002,12,26,261776732,581.7260711111112
34200000,68,4,34.86859,28,2086,234801895,93.0,Big Daddy,6.1,875,1,1999,6,25,200601895,586.5552485380117
