budget,genres,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 417, ""name"": ""corruption""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 6125, ""name"": ""pension""}, {""id"": 6139, ""name"": ""innocence""}, {""id"": 6149, ""name"": ""police""}, {""id"": 7188, ""name"": ""hostage-taking""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 14677, ""name"": ""bullet wound""}, {""id"": 209140, ""name"": ""negotiator""}]",en,28.725621,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-29,44547681,140.0,The Negotiator,6.8,582
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 2213, ""name"": ""tornado""}, {""id"": 12105, ""name"": ""student""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 199076, ""name"": ""disaster movie""}]",en,20.566554,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-06,160602194,89.0,Into the Storm,5.8,817
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 703, ""name"": ""detective""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 4230, ""name"": ""carousel ""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10889, ""name"": ""counterfeit""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11719, ""name"": ""dirty cop""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15124, ""name"": ""framed""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 156768, ""name"": ""roller coaster""}, {""id"": 163047, ""name"": ""beverly hills""}, {""id"": 167541, ""name"": ""buddy comedy""}]",en,20.333953,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Eddie Murphy Productions"", ""id"": 30}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-05-24,119208989,104.0,Beverly Hills Cop III,5.5,434
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4237, ""name"": ""water""}, {""id"": 4713, ""name"": ""research station""}, {""id"": 5154, ""name"": ""fur""}, {""id"": 5155, ""name"": ""bat""}, {""id"": 5156, ""name"": ""current""}, {""id"": 5157, ""name"": ""electric shock""}, {""id"": 6247, ""name"": ""cleverness""}, {""id"": 10005, ""name"": ""gremlin""}, {""id"": 13001, ""name"": ""cowardliness""}]",en,33.98637,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-06-15,41482207,106.0,Gremlins 2: The New Batch,6.2,652
50000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 934, ""name"": ""judge""}, {""id"": 10909, ""name"": ""lawyer""}]",en,42.472324,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Big Kid Pictures"", ""id"": 8406}, {""name"": ""Team Downey"", ""id"": 27467}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-08,83719388,141.0,The Judge,7.2,1417
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 720, ""name"": ""helicopter""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 10663, ""name"": ""train crash""}, {""id"": 13008, ""name"": ""train""}, {""id"": 187056, ""name"": ""woman director""}]",en,15.931084,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-26,0,124.0,The Peacemaker,5.8,255
45000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 779, ""name"": ""martial arts""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 11738, ""name"": ""evil corporation""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}]",en,29.880122,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Constantin Film Ltd."", ""id"": 53530}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2004-09-10,129394835,94.0,Resident Evil: Apocalypse,6.1,1267
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 5347, ""name"": ""clumsy fellow""}, {""id"": 5348, ""name"": ""to drop brick""}, {""id"": 156702, ""name"": ""capture""}, {""id"": 187056, ""name"": ""woman director""}]",en,28.803802,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Atlantic Television"", ""id"": 11357}, {""name"": ""Little Bird"", ""id"": 11358}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-10,40203020,108.0,Bridget Jones: The Edge of Reason,6.1,750
50000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 416, ""name"": ""miami""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 6309, ""name"": ""double murder""}, {""id"": 15160, ""name"": ""divorce""}]",en,14.993459,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Monarch Pictures"", ""id"": 966}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-03,55495563,105.0,Out of Time,6.1,298
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1721, ""name"": ""fight""}, {""id"": 3355, ""name"": ""inuit""}, {""id"": 5175, ""name"": ""petrol""}, {""id"": 6129, ""name"": ""company""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 161318, ""name"": ""enviromental""}]",en,9.114168,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-02-18,49000000,102.0,On Deadly Ground,4.5,104
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 7942, ""name"": ""imaginary friend""}, {""id"": 10216, ""name"": ""outcast""}]",en,12.31101,"[{""name"": ""Troublemaker Studios"", ""id"": 10807}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-10,69425966,92.0,The Adventures of Sharkboy and Lavagirl,4.4,269
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 458, ""name"": ""hippie""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 966, ""name"": ""beach""}, {""id"": 1969, ""name"": ""map""}, {""id"": 2323, ""name"": ""group dynamics""}, {""id"": 2988, ""name"": ""shark attack""}, {""id"": 3077, ""name"": ""leader""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 5890, ""name"": ""community""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 14751, ""name"": ""youth""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,41.362082,"[{""name"": ""Figment Films"", ""id"": 359}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-02-11,144056873,119.0,The Beach,6.3,1233
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 1499, ""name"": ""pastor""}, {""id"": 1854, ""name"": ""world of fasion""}, {""id"": 2143, ""name"": ""loss of parents""}, {""id"": 2863, ""name"": ""mannequin""}, {""id"": 7024, ""name"": ""fashion designer""}, {""id"": 10235, ""name"": ""family relationships""}]",en,13.298205,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Mandeville Films"", ""id"": 10227}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-05-27,49718611,119.0,Raising Helen,5.9,189
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 441, ""name"": ""assassination""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 3075, ""name"": ""ninja fighter""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10278, ""name"": ""ninja""}, {""id"": 191750, ""name"": ""ninjutsu""}]",en,19.085403,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}, {""name"": ""Rocklock Films"", ""id"": 69582}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-29,60462347,99.0,Ninja Assassin,6.2,371
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 1480, ""name"": ""baseball""}, {""id"": 1482, ""name"": ""trainer""}, {""id"": 3658, ""name"": ""career""}, {""id"": 3754, ""name"": ""legend""}, {""id"": 4613, ""name"": ""training""}, {""id"": 6075, ""name"": ""sport""}]",en,9.622345,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Beacon Pictures"", ""id"": 10157}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-17,0,137.0,For Love of the Game,6.3,88
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 1936, ""name"": ""blackmail""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 4378, ""name"": ""striptease""}, {""id"": 6149, ""name"": ""police""}, {""id"": 33483, ""name"": ""u.s. congress""}]",en,11.106006,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-06-28,113309743,115.0,Striptease,4.4,205
50000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",[],en,12.25622,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-06-04,83761844,87.0,Marmaduke,5.0,149
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",[],en,13.365715,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-15,105197635,129.0,Hereafter,5.8,510
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 703, ""name"": ""detective""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 2620, ""name"": ""evidence""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 6140, ""name"": ""vice""}, {""id"": 6258, ""name"": ""intellectual""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 34143, ""name"": ""rich""}, {""id"": 160313, ""name"": ""forensic""}]",en,16.167093,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Schroeder Hoffman Productions"", ""id"": 23382}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-04-19,56714147,120.0,Murder by Numbers,6.0,268
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 271, ""name"": ""competition""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 591, ""name"": ""cia""}, {""id"": 974, ""name"": ""bank""}, {""id"": 977, ""name"": ""cat""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 2350, ""name"": ""seattle""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 3979, ""name"": ""hidden camera""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 12355, ""name"": ""sniper rifle""}, {""id"": 18107, ""name"": ""silencer""}, {""id"": 33456, ""name"": ""double cross""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 178929, ""name"": ""detroit michigan""}]",en,23.073933,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Donner/Shuler-Donner Productions"", ""id"": 23397}, {""name"": ""Evansgideon/Lazar"", ""id"": 25061}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-06,30303072,132.0,Assassins,6.0,387
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1442, ""name"": ""winter""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 8087, ""name"": ""horror""}, {""id"": 10714, ""name"": ""serial killer""}]",en,6.567065,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""ETIC Films"", ""id"": 2979}, {""name"": ""Quinta Communications"", ""id"": 6370}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Zephyr Films"", ""id"": 16923}, {""name"": ""Young Hannibal Productions"", ""id"": 20394}, {""name"": ""Carthago Films S.a.r.l."", ""id"": 20395}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2007-02-06,82169884,121.0,Hannibal Rising,6.0,654
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2726, ""name"": ""therapist""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 15160, ""name"": ""divorce""}]",en,6.22577,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-13,58900031,95.0,The Story of Us,5.9,75
44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 14900, ""name"": ""genocide""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 212760, ""name"": ""interspecies romance""}, {""id"": 220392, ""name"": ""alien parasites""}]",en,42.933027,"[{""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Chockstone Pictures"", ""id"": 13649}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-22,63327201,125.0,The Host,6.0,1817
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 1803, ""name"": ""drug addiction""}, {""id"": 4406, ""name"": ""military court""}, {""id"": 4596, ""name"": ""panama""}, {""id"": 5947, ""name"": ""military service""}, {""id"": 6148, ""name"": ""court""}, {""id"": 6174, ""name"": ""ranger""}, {""id"": 8681, ""name"": ""supreme court""}, {""id"": 8713, ""name"": ""lager""}, {""id"": 229211, ""name"": ""military crime""}]",en,19.226763,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Krane Entertainment"", ""id"": 25358}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-04-18,42792561,98.0,Basic,6.2,286
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1922, ""name"": ""houseboat""}, {""id"": 2860, ""name"": ""heart""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 185221, ""name"": ""heart transplant""}, {""id"": 185222, ""name"": ""fbi profiler""}]",en,10.089065,"[{""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-04,26199517,110.0,Blood Work,6.1,206
