budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast
60000000,"Fantasy, Drama, Crime",en,103.698022,"Castle Rock Entertainment, Darkwoods Productions, Warner Bros.",United States of America,1999-12-10,284600000,189.0,The Green Mile,8.2,4048,"Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt, James Cromwell, Patricia Clarkson, Michael Jeter, Sam Rockwell, Graham Greene, Doug Hutchison"
150000000,"Animation, Family, Comedy",en,47.973995,"Walt Disney Pictures, Walt Disney Feature Animation",United States of America,2005-11-04,314432665,81.0,Chicken Little,5.6,944,"Zach Braff, Joan Cusack, Dan Molina, Steve Zahn, Garry Marshall, Amy Sedaris, Mark Walton, Don Knotts, Sean Elmore, Matthew Josten"
61000000,"Mystery, Thriller, Drama",en,143.041543,"Twentieth Century Fox Film Corporation, Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood",United States of America,2014-10-01,369330363,145.0,Gone Girl,7.9,5862,"Ben Affleck, Rosamund Pike, Carrie Coon, Neil Patrick Harris, Tyler Perry, Kim Dickens, Patrick Fugit, Missi Pyle, Emily Ratajkowski, Casey Wilson"
60000000,"Action, Drama, Mystery, Thriller",en,86.476817,"Universal Pictures, Kennedy/Marshall Company, The, Hypnotic, Kalima Productions GmbH & Co. KG, Stillking Films","United States of America, Germany, Czech Republic",2002-06-14,214034224,119.0,The Bourne Identity,7.3,3583,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox, Adewale Akinnuoye-Agbaje, Gabriel Mann, Walton Goggins, Josh Hamilton, Julia Stiles"
58000000,"Adventure, Action, Thriller",en,59.824565,"United Artists, Eon Productions","United Kingdom, United States of America",1995-11-16,352194034,130.0,GoldenEye,6.6,1174,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Gottfried John, Robbie Coltrane, Alan Cumming"
60000000,"Crime, Drama, Mystery, Thriller",en,18.345613,"Paramount Pictures, MFP Munich Film Partners GmbH & Company I. Produktions KG, Krane Entertainment, Neufeld Rehme Productions","Germany, United States of America",1999-06-18,149705852,116.0,The General's Daughter,6.1,205,"John Travolta, Madeleine Stowe, James Cromwell, Timothy Hutton, Leslie Stefanson, Daniel von Bargen, Clarence Williams III, James Woods, John Beasley, Boyd Kestner"
60000000,"Comedy, Drama",en,56.488027,"Paramount Pictures, Scott Rudin Productions",United States of America,1998-06-04,264118201,103.0,The Truman Show,7.8,4537,"Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Ed Harris, Holland Taylor, Brian Delate, Blair Slater, Heidi Schanz, Ron Taylor"
70000000,"Adventure, Animation, Drama, Family, Music",en,29.464852,"DreamWorks SKG, DreamWorks Animation",United States of America,1998-12-15,218613188,99.0,The Prince of Egypt,6.8,817,"Val Kilmer, Ralph Fiennes, Patrick Stewart, Michelle Pfeiffer, Sandra Bullock, Jeff Goldblum, Danny Glover, Helen Mirren, Steve Martin, Martin Short"
60000000,"Comedy, Family",en,18.106021,"Columbia Pictures, Revolution Studios, Davis Entertainment",United States of America,2003-05-03,164433867,92.0,Daddy Day Care,5.6,506,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Kevin Nealon, Siobhan Fallon, Lacey Chabert, Jonathan Katz, Lisa Edelstein, Laura Kightlinger"
61000000,"Action, Comedy, Crime",en,42.881415,"Universal Studios, Marc Platt Productions, Emmett/Furla Films, Envision Entertainment Corporation",United States of America,2013-08-02,131940411,109.0,2 Guns,6.6,1589,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos, Robert John Burke, Tait Fletcher, Ambyr Childers"
60000000,"Action, Crime",en,62.766854,"De Line Pictures, Working Title Films","United Kingdom, United States of America",2003-05-30,176070171,110.0,The Italian Job,6.6,1919,"Mark Wahlberg, Charlize Theron, Edward Norton, Seth Green, Jason Statham, Yasiin Bey, Franky G, Donald Sutherland, Olek Krupa, Boris Lee Krutonog"
60000000,"Romance, Comedy",en,24.153567,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Fortis Films","Australia, United States of America",2002-12-19,93354918,101.0,Two Weeks Notice,5.9,487,"Sandra Bullock, Hugh Grant, Alicia Witt, Dana Ivey, Robert Klein, Heather Burns, David Haig, Dorian Missick, Veanne Cox, Janine LaManna"
60000000,"Adventure, Animation, Comedy, Family",en,41.515702,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",United States of America,1998-10-02,171757863,83.0,Antz,6.0,1272,"Woody Allen, Dan Aykroyd, Anne Bancroft, Danny Glover, Gene Hackman, Jane Curtin, Jennifer Lopez, John Mahoney, Paul Mazursky, Grant Shaud"
70000000,"Comedy, Romance",en,26.676487,"Universal Pictures, Wild West Picture Show Productions, Stuber Productions, Relativity Media",United States of America,2009-09-19,171844840,113.0,Couples Retreat,5.3,588,"Vince Vaughn, Jason Bateman, Kristen Bell, Jon Favreau, Ken Jeong, Kristin Davis, John Michael Higgins, Tasha Smith, Faizon Love"
60000000,Adventure,en,16.278022,"Paramount Pictures, Don Simpson/Jerry Bruckheimer Films",United States of America,1990-06-27,157920733,107.0,Days of Thunder,5.9,353,"Tom Cruise, Robert Duvall, Nicole Kidman, Randy Quaid, Cary Elwes, Fred Dalton Thompson, John C. Reilly, J.C. Quinn, Don Simpson, Michael Rooker"
60000000,Comedy,en,18.831023,"Twentieth Century Fox Film Corporation, 21 Laps Entertainment, Dozen Canada Productions",United States of America,2005-12-21,129181830,94.0,Cheaper by the Dozen 2,5.7,526,"Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling, Jonathan Bennett, Forrest Landis, Carmen Electra, Taylor Lautner, Jacob Smith, Kevin G. Schmidt"
61000000,Action,en,113.161483,"Gotham Group, Temple Hill Entertainment, TSG Entertainment",United States of America,2015-09-09,311256926,132.0,Maze Runner: The Scorch Trials,6.4,3040,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito, Aidan Gillen, Barry Pepper, Lili Taylor, Patricia Clarkson, Ki Hong Lee, Dexter Darden"
60000000,Drama,en,28.800112,"Columbia Pictures, Red Om Films, Plan B Entertainment",United States of America,2010-08-12,204594016,133.0,Eat Pray Love,5.8,636,"Julia Roberts, James Franco, Javier Bardem, Billy Crudup, Richard Jenkins, Viola Davis, I. Gusti Ayu Puspawati, Hadi Subiyanto, A. Jay Radcliff, Mike O'Malley"
58000000,"Action, Adventure, Comedy, Crime, Thriller",en,41.430245,"DC Comics, Di Bonaventura Pictures, Summit Entertainment, DC Entertainment",United States of America,2010-10-13,71664962,111.0,RED,6.6,2808,"Bruce Willis, John Malkovich, Helen Mirren, Mary-Louise Parker, Karl Urban, Richard Dreyfuss, James Remar, Morgan Freeman, Brian Cox, Ernest Borgnine"
55000000,Drama,en,23.127561,"Donners' Company, Ixtlan, Warner Bros.",United States of America,1999-12-16,100230832,163.0,Any Given Sunday,6.8,422,"Al Pacino, Cameron Diaz, Dennis Quaid, James Woods, Jamie Foxx, LL Cool J, Matthew Modine, Jim Brown, Lawrence Taylor, Bill Bellamy"
60000000,"Drama, Romance",en,12.867352,"Wildwood Enterprises, Touchstone Pictures",United States of America,1998-05-14,186883563,170.0,The Horse Whisperer,6.7,292,"Robert Redford, Kristin Scott Thomas, Sam Neill, Scarlett Johansson, Dianne Wiest, Chris Cooper, Cherry Jones, Ty Hillman, Kate Bosworth, Austin Schwarz"
65000000,"Drama, Crime, Thriller",en,44.815022,"Paramount Pictures, DreamWorks SKG, Parkes/MacDonald Productions, Edge City",United States of America,2004-08-04,217764291,120.0,Collateral,7.0,1451,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo, Peter Berg, Bruce McGill, Irma P. Hall, Barry Shabaka Henley, Javier Bardem, Steven Kozlowski"
60000000,"Action, Fantasy, Adventure",en,37.537093,"Universal Pictures, Kalima Productions GmbH & Co. KG, World Wrestling Entertainment (WWE), Alphaville Films","United States of America, Germany, Belgium",2002-04-16,165333180,92.0,The Scorpion King,5.3,779,"Dwayne Johnson, Kelly Hu, Michael Clarke Duncan, Steven Brand, Bernard Hill, Grant Heslov, Peter Facinelli, Ralf Moeller, Branscombe Richmond, Roger Rees"
60000000,"Drama, Action, Thriller",en,10.99991,"Casey Silver Productions, Beacon Communications, Touchstone Pictures, Beacon Pictures, Fantail Films Inc.",United States of America,2004-10-01,74541707,115.0,Ladder 49,6.2,207,"Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick, Morris Chestnut, Billy Burke, Kevin Chapman, Jay Hernandez, Kevin Daniels, Balthazar Getty"
60000000,"Crime, Drama, Thriller",en,56.868399,"Paramount Pictures, Mutual Film Company, Skydance Productions, TC Productions",United States of America,2012-12-20,218340595,130.0,Jack Reacher,6.3,2998,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo, Werner Herzog, Jai Courtney, Vladimir Sizov, Joseph Sikora, Michael Raymond-James, Alexia Fast"
60000000,"Action, Science Fiction, Thriller",en,22.991269,"Village Roadshow Pictures, Warner Bros., Riche-Ludwig Productions, Groucho III Film Partnership","Australia, United States of America",1999-07-28,73648228,105.0,Deep Blue Sea,5.6,604,"Thomas Jane, Saffron Burrows, LL Cool J, Michael Rapaport, Samuel L. Jackson, Stellan Skarsggrd, Jacqueline McKenzie, Aida Turturro, Cristos, Daniel Rey"
60000000,"Drama, Thriller, Science Fiction",en,38.820858,"Double Feature Films, Regency Enterprises, Warner Bros., Participant Media, Imagenation Abu Dhabi FZ","United States of America, United Arab Emirates",2011-09-08,137551594,106.0,Contagion,6.2,1325,"Matt Damon, Gwyneth Paltrow, Kate Winslet, Jude Law, Marion Cotillard, Laurence Fishburne, Bryan Cranston, Sanaa Lathan, Jennifer Ehle, Daria Strokous"
60000000,"Animation, Family",en,51.146047,"Focus Features, Laika Entertainment",United States of America,2009-02-05,124596398,100.0,Coraline,7.3,1386,"Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French, Keith David, John Hodgman, Robert Bailey Jr., Ian McShane"
60000000,"Thriller, Science Fiction",en,20.501582,"Spyglass Entertainment, Twentieth Century Fox Film Corporation, Dune Entertainment, UTV Motion Pictures, Blinding Edge Pictures","United States of America, India, France",2008-06-11,163403799,91.0,The Happening,4.9,950,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Spencer Breslin, Betty Buckley, Ashlyn Sanchez, Robert Bailey Jr., Frank Collison, Jeremy Strong, Alan Ruck"
70000000,"Action, Drama, Thriller, Crime",en,45.299089,"Regency Enterprises, Fox 2000 Pictures, Epsilon Motion Pictures, Scott Free Productions, New Regency Pictures","United Kingdom, United States of America",2004-04-23,130293714,146.0,Man on Fire,7.3,1553,"Denzel Washington, Dakota Fanning, Marc Anthony, Radha Mitchell, Christopher Walken, Giancarlo Giannini, Rachel Ticotin, Mickey Rourke"
50000000,"Comedy, Family",en,4.280619,"Walt Disney Pictures, Mandeville Films, Boxing Cat Films",United States of America,2006-03-09,61112916,98.0,The Shaggy Dog,4.5,137,"Tim Allen, Kristin Davis, Danny Glover, Spencer Breslin, Robert Downey Jr., Zena Grey, Joshua Leonard, Jane Curtin, Annabelle Gurwitch, Jarrad Paul"
60000000,"Family, Comedy",en,22.501041,"Twentieth Century Fox Film Corporation, 1492 Pictures",United States of America,1996-11-15,129832389,89.0,Jingle All the Way,5.5,575,"Arnold Schwarzenegger, Phil Hartman, Sinbad, Rita Wilson, Jake Lloyd, Martin Mull, Laraine Newman, Jim Belushi, E.J. De la Pena, Robert Conrad"
66000000,"Fantasy, Action, Science Fiction",en,47.479755,"Revolution Studios, Dark Horse Entertainment, Lawrence Gordon Productions, Starlite Films",United States of America,2004-04-02,99318987,122.0,Hellboy,6.5,2225,"Ron Perlman, Selma Blair, Rupert Evans, John Hurt, Jeffrey Tambor, Karel Roden, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson"
70000000,Drama,en,10.147321,"Paramount Pictures, Wildwood Enterprises, Touchstone Pictures",United States of America,1998-03-05,56702901,115.0,A Civil Action,6.1,109,"John Travolta, Robert Duvall, Tony Shalhoub, William H. Macy, Zeljko Ivanek, Bruce Norris, John Lithgow, Kathleen Quinlan, Peter Jacobson, Mary Mara"
60000000,"Family, Animation, Adventure, Comedy",en,39.539045,"Focus Features, Laika Entertainment",United States of America,2012-08-03,107139399,90.0,ParaNorman,6.7,789,"Kodi Smit-McPhee, Tucker Albrizzi, Jodelle Ferland, Anna Kendrick, Casey Affleck, Leslie Mann, Jeff Garlin, Christopher Mintz-Plasse, John Goodman, Elaine Stritch"
60000000,"Action, Thriller, Adventure, Crime",en,19.747459,"Universal Pictures, Toho-Towa, Mutual Film Company, Marubeni, Alphaville Films, British Broadcasting Corporation (BBC), UGC PH, Mel's Cite du Cinema",United States of America,1997-11-14,159330280,124.0,The Jackal,6.1,527,"Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora, J.K. Simmons, Jack Black, Sophie Okonedo, Ravil Isyanov, Maggie Castle, Karen Kirschenbauer"
60000000,"Action, Adventure, Mystery, Science Fiction, Thriller",en,29.018826,"Paramount Pictures, DreamWorks SKG, Davis Entertainment, Lion Rock Productions, Province of British Columbia Film Incentive BC, Solomon/Hackett Productions","Canada, United States of America",2003-12-25,96269812,119.0,Paycheck,5.9,581,"Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti, Colm Feore, Joe Morton, Michael C. Hall, Peter Friedman, Kathryn Morris"
60000000,"Adventure, Animation, Family",en,16.493576,Larger Than Life Productions,"United Kingdom, United States of America",2008-12-19,50877145,93.0,The Tale of Despereaux,5.8,258,"Matthew Broderick, Dustin Hoffman, Emma Watson, Tracey Ullman, Kevin Kline, Sigourney Weaver, William H. Macy, Stanley Tucci, Robbie Coltrane"
60000000,"Action, Thriller",en,13.080725,"Regency Enterprises, Warner Bros., Seagal/Nasso Productions, Victor Company of Japan (JVC), Cutting Edge Films",United States of America,1995-07-13,104324083,100.0,Under Siege 2: Dark Territory,5.6,210,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl, Morris Chestnut, Peter Greene, Patrick Kilpatrick, Scott Sowers, Afifi Alaouie, Andy Romano"
60000000,"Action, Drama, Thriller",en,42.538258,"Paramount Pictures, Di Bonaventura Pictures, Mace Neufeld Productions, Skydance Productions, Etalon film, Buckaroo Entertainment","Russia, United States of America",2014-01-15,50549107,105.0,Jack Ryan: Shadow Recruit,5.9,1173,"Chris Pine, Keira Knightley, Kevin Costner, Kenneth Branagh, Lenn Kudrjawizki, Alec Utgoff, Peter Andersson, Elena Velikanova, Nonso Anozie, Colm Feore"
60000000,"Drama, Comedy",en,29.876507,"Fox 2000 Pictures, Davis Entertainment, Annapurna Pictures, TSG Entertainment",United States of America,2015-12-24,101134059,124.0,Joy,6.4,1581,"Jennifer Lawrence, Bradley Cooper, Robert De Niro, Dascha Polanco, Virginia Madsen, Isabella Rossellini, Diane Ladd, Jimmy Jean-Louis"
60000000,"Action, Crime, Thriller",en,61.849521,"Millennium Films, LHF Film, Gerard Butler Alan Siegel Entertainment, Nu Boyana Film Studios","Bulgaria, United States of America, United Kingdom",2016-03-02,205754447,99.0,London Has Fallen,5.8,1621,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett, Melissa Leo, Robert Forster, Shivani Ghai, Sean O'Bryan, Radha Mitchell, Jackie Earle Haley"
70000000,"Science Fiction, Horror, Action",en,37.44963,"Twentieth Century Fox Film Corporation, Brandywine Productions",United States of America,1997-11-12,162000000,109.0,Alien: Resurrection,5.9,1365,"Sigourney Weaver, Winona Ryder, Brad Dourif, Ron Perlman, Michael Wincott, Gary Dourdan, Dan Hedaya, Dominique Pinon, Leland Orser, Raymond Cruz"
61000000,"Action, Drama, Mystery, Thriller, Crime",en,37.378081,"Paramount Pictures, Di Bonaventura Pictures, Grosvenor Park Impact Productions",United States of America,2007-03-22,95696996,124.0,Shooter,6.9,1462,"Mark Wahlberg, Danny Glover, Kate Mara, Elias Koteas, Rhona Mitra, Jonathan Walker, Louis Ferreira, Tate Donovan, Rade Serbedzija"
60000000,"Animation, Comedy, Family, Fantasy",en,30.656345,Laika Entertainment,United States of America,2014-09-10,108255770,97.0,The Boxtrolls,6.6,668,"Ben Kingsley, Isaac Hempstead-Wright, Elle Fanning, Dee Bradley Baker, Toni Collette, Jared Harris, Nick Frost, Richard Ayoade, Tracy Morgan, Simon Pegg"
75000000,"Drama, Fantasy, Comedy",en,15.142701,"Village Roadshow Pictures, DiNovi Pictures, Fortis Films, Warner Bros., Stargate Studios",United States of America,1998-10-16,46683377,104.0,Practical Magic,6.3,338,"Sandra Bullock, Nicole Kidman, Evan Rachel Wood, Goran Visnjic, Stockard Channing, Dianne Wiest, Aidan Quinn, Alexandra Artrip, Caprice Benedetti, Camilla Belle"
60000000,"Adventure, Animation, Comedy, Family, Fantasy",en,59.547928,"Village Roadshow Pictures, DC Comics, Vertigo Entertainment, Lin Pictures, Warner Bros. Animation, LEGO, Warner Bros., Animal Logic, Warner Animation Group, RatPac-Dune Entertainment",United States of America,2014-02-06,469160692,100.0,The Lego Movie,7.5,3070,"Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett, Nick Offerman, Alison Brie, Charlie Day, Liam Neeson, Morgan Freeman, Channing Tatum"
60000000,"Adventure, Action, Fantasy",en,27.615108,"The Zanuck Company, Spyglass Entertainment, World 2000 Entertainment, Touchstone Pictures, Tripod Entertainment","Ireland, United Kingdom, United States of America",2002-07-12,43061982,101.0,Reign of Fire,6.0,669,"Christian Bale, Matthew McConaughey, Izabella Scorupco, Gerard Butler, Alexander Siddig, Scott Moutter, David Kennedy, Ned Dennehy, Rory Keenan, Terence Maynard"
60000000,"Crime, Drama, Action, Thriller",en,29.041198,"Village Roadshow Pictures, Lin Pictures, Warner Bros., Langley Park Production",United States of America,2013-01-10,105200903,113.0,Gangster Squad,6.2,1778,"Josh Brolin, Ryan Gosling, Nick Nolte, Emma Stone, Sean Penn, Giovanni Ribisi, Josh Pence, Frank Grillo, Anthony Mackie, Robert Patrick"
60000000,"Comedy, Adventure",en,25.293538,"Columbia Pictures, Ocean Pictures, Apatow Productions",United States of America,2009-06-18,62357900,97.0,Year One,4.6,524,"Jack Black, Michael Cera, Olivia Wilde, Oliver Platt, David Cross, Christopher Mintz-Plasse, Vinnie Jones, Hank Azaria, Juno Temple, June Diane Raphael"
60000000,"Drama, History",en,23.85119,"Spyglass Entertainment, Malpaso Productions, Revelations Entertainment, Mace Neufeld Productions, Warner Bros., Liberty Pictures (II)",United States of America,2009-12-10,122233971,134.0,Invictus,7.0,1125,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster"
